,age,detailQuestion,level1Name,level2Name,question,sex
900,26岁,我在医院实习的时候，遇到不少生殖器疱疹患者，想知道生活中如何避免患生殖器疱疹?,性病科,生殖器疱疹,如何避免患生殖器疱疹?,女
901,38岁,查出患有生殖器疱疹，听说这个病会引起癌症，是真的吗？,性病科,生殖器疱疹,生殖器疱疹会引起癌症吗,女
902,28岁,检查时，被查出患有生殖器疱疹，这种病对女性有哪些影响 ？,性病科,生殖器疱疹,生殖器疱疹对女性有哪些影响?,女
903,27岁,被查出患上了生殖器疱疹，那生活中需要注意哪些问题？,性病科,生殖器疱疹,生殖器疱疹患者要注意哪些问题?,女
904,32岁,有症状的生殖器疱疹患者应该在孕前避免性行为吗？,性病科,生殖器疱疹,生殖器疱疹孕前如何预防,女
905,23岁,我有生殖器疱疹会传染给孩子吗，生殖器疱疹是不是只有成年人才会有被感染的呀？,性病科,生殖器疱疹,生殖器疱疹只有成年人会感染吗,女
906,27岁,我之前有由于生殖器疱疹流产，生殖器疱疹致孕妇流产后能再孕吗？,性病科,生殖器疱疹,生殖器疱疹致孕妇流产后能再孕吗,女
907,25岁,我这段时间感觉有些头晕，到医院检查说是怀孕了，但是我有生殖器疱疹，生殖器疱疹怀孕了怎么办？,性病科,生殖器疱疹,有生殖器疱疹怀孕了怎么办,女
908,34岁,前几天去医院做体检，诊断为生殖器疱疹，这个病能够根治吗？,性病科,生殖器疱疹,这个生殖器疱疹可以根治吗,男
909,26岁,我想咨询一下，如果得了生殖器疱疹的话，有没有传染性，在日常生活中会传染吗？,性病科,生殖器疱疹,生殖器疱疹日常生活中传染吗,女
910,28岁,我前几年患有生殖器疱疹，用药后犯过两次就没有再犯了，生殖器疱疹能要孩子吗？,性病科,生殖器疱疹,生殖器疱疹能要孩子吗,女
911,33岁,昨天发现龟头有红肿的现象，而且非常瘙痒，去医院检查说是生殖器疱疹，生殖器疱疹是一种什么病？,性病科,生殖器疱疹,生殖器疱疹是一种什么样的疾病,男
912,46岁,我最近包皮内经常会起一些小水泡，过几天就会下去，去医院检查说是生殖器疱疹，得了生殖器疱疹一定会有症状吗？,性病科,生殖器疱疹,得了生殖器疱疹一定会有症状吗?,男
913,26,我大舅家的哥哥今年终于要和女朋友结婚了，在结婚前期去医院进行全身检查，而医生对他说，他得了生殖器疱疹。因为快结婚了，所以他比较紧张，想问一下各位网友生殖器疱疹怎样治疗比较好？在线等。,性病科,生殖器疱疹,生殖器疱疹怎样治疗比较好？,男
914,24,我也不知道怎么就得了生殖器疱疹，可能是最近也没怎么洗澡吧，不过没有不洁的性生活，生殖器真的很痒啊，洗了也还是痒，不过不好意思去医院检查，生殖器疱疹应该吃什么药呢？,性病科,生殖器疱疹,生殖器疱疹应该吃什么药呢？,男
915,25,两天前，我发现我的阴道外部长了两个小泡，而且有时候发痒，就在今天上厕所时我突然发现阴道外部的小泡增多了，特别瘙痒，用手挠就会越痒，又怕细菌感染，得了生殖器疱疹该注意什么呢？,性病科,生殖器疱疹,得了生殖器疱疹该注意什么呢？,女
916,26,明天晚上突然发现我的生殖器上面有许多小红点，准确的来说，应该是有许多红色的水泡，但是里面却是比较透亮的水，只把我吓坏了，去检查发现只是疱疹，生殖器疱疹能彻底根除吗？,性病科,生殖器疱疹,生殖器疱疹能彻底根除吗？,男
917,45,你好，最近一段时间，我上厕所的时候发现自己生殖器上面长了一些红色的疹子，有时小便的时候生殖器也疼痛难忍。去医院检查了一下，确诊患有生殖器疱疹，我怕传染给我的妻子，请问生殖器疱疹的传染性强吗？,性病科,生殖器疱疹,生殖器疱疹的传染性强吗？,男
918,22,最近生殖器总是疼痛，发痒，尤其是在进行性生活的时候疼痛更明显，性生活时间也比之前短了很多，昨天还发现生殖器上长了一些疱疹，今天上午去医院检查说是生殖器疱疹1型，那生殖器疱疹1型怎么治疗？,性病科,生殖器疱疹,生殖器疱疹1型怎么治疗？,男
919,32,自从上次跟老公完事以后，我的阴部就 一直瘙痒，而且是全身乏力，没有力气伴随着轻微的低热，去了妇科医院检查确诊为女性生殖器疱疹，我很纳闷，请问女性生殖器疱疹是什么原因引起的啊？,性病科,生殖器疱疹,女性生殖器疱疹是什么原因？,女
920,29岁,我得了生殖器疱疹，医生让我注意饮食，那么我具体应该怎样饮食呢？,性病科,生殖器疱疹,生殖器疱疹怎样饮食,男
921,28岁,我被传染上了生殖器疱疹，龟头上长了好几颗，而且还越来越大，这种病有什么中医的治疗方法？,性病科,生殖器疱疹,生殖器疱疹的中医治疗方法有哪些,男
922,32岁,我得了生殖器疱疹，现在身子上又难看又难受，这个吃什么中药治疗比较好啊,性病科,生殖器疱疹,生殖器疱疹吃什么中药,女
923,34岁,不小心得了生殖器疱疹，这种疾病用中医治疗效果好不好？,性病科,生殖器疱疹,生殖器疱疹中医治疗好吗,男
924,12个月,我的宝宝刚出生不久，生殖器的地方红红的，新生儿感染生殖器疱疹会有症状吗？,性病科,生殖器疱疹,新生儿感染生殖器疱疹会有症状吗,女
925,9岁,最近发现我家宝宝外阴部有好多小疣体，她是不是得了生殖器疱疹呢？,性病科,生殖器疱疹,小孩得了生殖器疱疹是什么症状,男
926,38岁,检查发现患有生殖器疱疹，不想吃药，不知道可外用什么药物治疗？,性病科,生殖器疱疹,生殖器疱疹可外用什么药物,女
927,32岁,最近家里有人被查出得了生殖器疱疹，很担心会被传染，那该怎样预防生殖器疱疹呢？,性病科,生殖器疱疹,怎样预防生殖器疱疹,女
928,33岁,我患有生殖器疱疹，不想吃西药，不知道中医如何治疗？,性病科,生殖器疱疹,生殖器疱疹中医如何治疗,女
929,34岁,我得了生殖器疱疹，是风热外袭型的，不知道该怎么治疗？,性病科,生殖器疱疹,生殖器疱疹风热外袭型怎么治疗,女
930,27岁,家中有人被查出患上了生殖器疱疹，那这种情况下该怎么办？,性病科,生殖器疱疹,家中有人患生殖器疱疹怎么办,女
931,31岁,曾看报道说患有生殖器疱疹的女士更容易患宫颈癌，这是真的吗？,性病科,生殖器疱疹,患生殖器疱疹更容易患宫颈癌吗,女
932,26岁,生殖器疱疹可以治好吗?如果患了会有什么影响啊？,性病科,生殖器疱疹,生殖器疱疹可以治好吗,女
933,28岁,前不久得了生殖器疱疹，想问问生殖器疱疹可以怀孕吗？,性病科,生殖器疱疹,生殖器疱疹可以怀孕吗,男
934,41岁,我患有生殖器疱疹，感觉特别的难受，能不能根治呀？,性病科,生殖器疱疹,生殖器疱疹能根治不复发吗,男
935,33岁,这几天在身体的下面出了一些很痒的水泡，也不敢乱抓，越抓越痒。那么生殖器疱疹到底有没有传染性？,性病科,生殖器疱疹,生殖器疱疹到底有没有传染性,男
936,34岁,生殖器疱疹接吻会传染吗,性病科,生殖器疱疹,生殖器疱疹接吻会传染吗,女
937,34岁,生殖器疱疹病毒滴度2.6还有传染性吗,性病科,生殖器疱疹,生殖器疱疹病毒滴度2.6还有传染性吗,女
938,33,老公半年前检查出有生殖器疱疹，吃药后复发，反反复复，最近又复发得比较严重，听别人说中药疗效比较好，想请教一下医生，治疗生殖器疱疹用什么中药材可以治好呢？,性病科,生殖器疱疹,治疗生殖器疱疹用什么中药材可以治好呢？,男
939,23,本人上一周得了生殖器疱疹。生殖器附近都是小水疱，很痒，然后挠它破了之后就会很痛。身体经常发热，一直反复，感觉一直被折磨，生殖器疱疹能治吗？生殖器疱疹的危害严重吗？,性病科,生殖器疱疹,生殖器疱疹的危害严重吗？,男
940,25,前一段时间我生殖器官上面长了一片红色的小包，密密麻麻的，然后我就去医院里面检查，医生说我得了生殖器疱疹病毒，我听有的专家说生殖器疱疹病毒无法根除这个是正确的吗？,性病科,生殖器疱疹,生殖器疱疹病毒是无法根除正确吗？,男
941,26,我最近下面那里瘙痒的很，洗了之后还是痒，而且龟头那里长了好多红色的小点点，去药店拿了药抹也不管用，今天早上去医院检查医生说是生殖器疱疹，请问阴生殖器疱疹怎么治疗？,性病科,生殖器疱疹,阴生殖器疱疹怎么治疗？,男
942,29,感觉这段时间以来出了点疱疹，感觉下边又疼又痒的，让我很痛苦，生殖器疱疹高危未患病，是否可可能患其他性病，我挺担心出现别的问题的，求助生殖器疱疹高危未患病怎么办？,性病科,生殖器疱疹,生殖器疱疹高危未患病怎么办？,男
943,42岁,这段时间我发现自己肛门处有水泡，检查说是生殖器疱疹，这个病有什么症状？,性病科,生殖器疱疹,生殖器疱疹有什么症状,女
944,32岁,我最近得了生殖器疱疹，想去找老中医治疗，该怎么治疗啊,性病科,生殖器疱疹,老中医怎样治疗生殖器疱疹的,男
945,35岁,去医院检查发现我患有生殖器疱疹，是肝经湿热型的，那该如何治疗呢？,性病科,生殖器疱疹,生殖器疱疹肝经湿热型怎么治疗,女
946,37岁,最近我被查出患有生殖器疱疹，平时天天都要上班，那生殖器疱疹患者要定期检查吗？,性病科,生殖器疱疹,生殖器疱疹患者要定期检查吗,女
947,35岁,去拿报告，发现患有生殖器疱疹，不知道该怎么治疗生殖器疱疹？,性病科,生殖器疱疹,怎么治疗生殖器疱疹,女
948,30岁,家里有生殖器疱疹患者，不知道生殖器疱疹患者的个人用品要消毒吗？,性病科,生殖器疱疹,生殖器疱疹患者的用品要消毒吗,女
949,28岁,去拿体检报告时，发现患上了生殖器疱疹，那该怎么办？,性病科,生殖器疱疹,患上了生殖器疱疹怎么办,女
950,26岁,拿检查报告时，发现自己患上了生殖器疱疹，这种病毒会引起宫颈癌吗？,性病科,生殖器疱疹,生殖器疱疹会引起宫颈癌症吗?,女
951,33岁,生殖器疱疹不好根治，生活中应该怎样来预防得生殖器疱疹呢？,性病科,生殖器疱疹,怎样来预防得生殖器疱疹呢,女
952,29岁,下体出现了一些痘痘，做了检查发现是生殖器疱疹疾病，女性生殖器疱疹的危害有哪些？,性病科,生殖器疱疹,女性生殖器疱疹的危害有哪些,女
953,24岁,阴囊痒的厉害有的地方挠坏了一到晚上又痒又疼应该怎吗治疗开什么药会不会是性病呀,性病科,性病综合,男士阴囊瘙痒有异味,男
954,29岁,和一个二十岁的实习护士做过一次，做一半戴套了，女的和我都没性病。现在过了十多天，喉咙痛，喉咙痛的前一天喝过一点酒，抽烟抽的很多。然后昨天吹了冷风，全身骨头痛，刺痛那种，先是上半身痛，后来加了衣服，风吹腿，双腿又刺痛。请问医生这是，是不是得艾滋病了？,性病科,性病综合,请问医生喉咙痛，全身刺痛是不是得了艾滋病,男
955,33,我和我老婆都特别爱干净。而且两个人感情都比较好，我也从来没出去找过小姐。而老婆也一直在我身边。但是最近我被查出患有扁平湿疣和hp v病毒。请问。扁平湿疣，hpv感染怎么引起的?,性病科,性病综合,扁平湿疣，hpv感染怎么引起的?,男
956,43岁,我经常腰痛，去医院检查说我是器质性病变疼痛，这是什么意思？,性病科,性病综合,器质性病变疼痛是什么,女
957,28岁,我之前精神压抑，沉默寡言，出现失眠、出冷汗、等症状，医生说是性病恐惧症，我想了解性病恐惧症是怎么办了呢？,性病科,性病综合,性病恐惧症是怎么办了,女
958,35岁,我患有性病恐惧症，性病恐惧症对社会的危害性有哪些？,性病科,性病综合,性病恐惧症的社会危害,女
959,6岁,宝宝发烧三天了，没烧之后腿疼，早上起来能站，但是不能走路。为什么,儿科,小儿内科,宝宝发烧三天了，没烧之后腿疼，早上起来能,男
960,10岁,孩子感冒了，有点咳嗽，发烧在是38.5度左右，吃了护彤和小葵花的药&#128138;3盒了，没什么作用！最近学校感冒的孩子多！请问吃些什么药能缓解？,儿科,小儿内科,孩子感冒了。发烧38.5度,女
961,4岁,孩子感冒第五天，起初是发烧，之后咳嗽，想知道是细菌感染还是病毒感染，吃抗病毒的药，还有小二氨酚黄那敏，头孢克肟也吃过，病情不见好转，吃什么药好一些？,儿科,小儿内科,孩子感冒发烧吃什么药好,男
962,1岁,前段时间时间小孩感冒发烧咳嗽，喘，一直在医院打消炎针，后来检查出心脏病先天性，有反流，心脏有个9MM的孔，目前现在一直处发烧，咳嗽，气喘，B超心脏也有反流，肺部感染炎症比较严重。现在是全家人都在担心，什么都是去试了，住院的时间也比较长了。,儿科,小儿内科,前段时间时间小孩感冒发烧咳嗽，喘，一直在,女
963,7月,七个月的宝宝发烧感冒一开始说是细菌感染感冒，然后一直治疗后来开始拉肚子，治疗一周也没见好。今天咳嗽又差点断气。劳烦向医生咨询一下,儿科,小儿内科,宝宝感冒咳嗽差点断气怎么办,男
964,2岁,12月5号：轻微咳嗽（有痰）<br />12月6号：轻微咳嗽（有痰）+睡觉及起床前后咳的较厉害+打喷嚏流清鼻涕+轻微喘息<br />12月7号：轻微咳嗽（有痰）+睡觉及起床前后咳的较厉害+打喷嚏流清鼻涕+喘的厉害，午睡不安神，痰吐不出来犯恶心，7号下午去医院检查，医生说是支气管炎，开了两天雾化药物、百蕊颗粒、易坦静、氨酚黄那敏，7号晚上开始发烧，最高体温38.5，喝了退烧药以及贴了退烧贴后 有所缓解<br />12月8号：轻微咳嗽（有痰）+睡觉及起床前后咳的较厉害+打喷嚏流清鼻涕+喘的厉害+白天低烧（晚上已退烧）<br />12月9号：咳嗽加剧（喉咙依然有痰），其他症状有所好转（未发烧，喘的比前一天轻）<br />请问医生，目前的咳嗽说明病清有所好转还是更加严重，是否需要再去医院，若不去医院，该吃什么药？<h5>是否去医院就诊过：</h5>没去过<h5>当前服药说明：</h5>没有服药<h5>既往病史及手术史：</h5>没有,儿科,小儿内科,2岁宝宝发烧后咳嗽加剧是什么情况？如何治,男
965,1岁,2号晚上12点18，孩子发烧抽搐，两三分钟就过来了，测量体温37，6。3号早上8点多一次次，我们就赶紧送医院，到两点多快三点我们在路上抽搐一次，赶紧打了120，这次又三分钟多，发烧37，8。送到医院晚上六点，又一次抽搐。孩子之前两天多没走大便，然后他妈妈给买了妈咪爱，小儿七星茶，胃蛋白酶，好像有哪两个放在一起喝了。孩子后来做车出了一身汗，可能下车的时候着凉了一下，但是孩子也没啥反应，下午留了一点鼻涕，精神状态都是好的。晚上12点18分发现孩子开始抽搐的。,儿科,小儿内科,2号晚上12点18，孩子发烧抽搐，两三分,男
966,8月,八个半月宝宝发烧38度多.没有其他症状.医院验血也没有炎症.是什么原因.应该吃什么药？,儿科,小儿内科,八个月宝宝发烧38度多.没有其他症状.,女
967,20岁,你好，我想咨询一下厌食症，我从小就挑食，可能还有点严重，我有时会看着有些菜就觉得恶心，有时因为某些菜里有我不喜欢的味道而不吃。有时本来吃得很好，但会突然间觉得很恶心。,儿科,小儿内科,你好，我想咨询一下厌食症，我从小就挑食，,女
968,4岁,你好，孩子感冒后，肚子痛之前得过肠淋巴结肿大，目前有痰不怎么咳嗽出虚汗有点流清鼻涕，感冒之前就消化不良两天一次大便粘酸臭。下午和前半夜腹痛严重肚子咕噜响放屁。,儿科,小儿内科,四岁孩子病毒感冒肚子疼痛,男
969,66岁,我妈妈66岁，这段时间开始头晕，乏力，经常想呕吐，头晕的时候走路不稳，我们怀疑是不是营养不良或者是是不是脑血管供血不足引起的，应该怎么办？因为我妈妈不喜欢不太喜欢吃肉类，有点挑食，吃的又少。,儿科,小儿内科,我妈妈66岁，这段时间开始头晕，乏力，经,女
970,2岁,你好我家孩子两岁半今天咳嗽的厉害大夫说是有点毛支然后开了点中药今天吃了两回现在发现孩子发烧了38度请问怎么办可以吃退烧药吗还是要去打针,儿科,小儿内科,你好我家孩子两岁半今天咳嗽的厉害大夫说是,男
971,5岁,五岁小孩感冒咳嗽了三天，一直在吃感冒药，症状是早晚咳嗽，白天偶尔咳，鼻塞和流鼻涕，今天早上咳的时候吐了一口痰，里面有鲜红色的血。,儿科,小儿内科,五岁小孩感冒咳嗽，吐了一口痰，里面有鲜红,男
972,1岁,孩子发烧之后于今早出现了红疹子一开始以为是尿不湿现在越来越多,儿科,小儿内科,发烧之后宝宝肛门周围出红疹子,女
973,5月,五个月宝宝发烧38度左右，用退烧贴加擦拭身体退烧了，然后就一直出汗，身体冷的都出汗怎么回事，现在已经睡着了，还是在出汗，要不要弄醒喂水？,儿科,小儿内科,五个月宝宝发烧38度左右，用退烧贴加擦拭,男
974,3岁,七八月份孩子感冒了一次，后来感冒好了，咳嗽没好彻底，偶尔要咳嗽几声，入秋后咳嗽加重，揉鼻子，打喷嚏，之后每天总要咳嗽一阵，尤其是晚上准备睡觉时。最近有感冒症状，咳嗽不停，晚上影响睡觉。喝了一副中药，感冒症状好了，还是咳嗽。后来喝了，孟鲁司特钠咀嚼片，盐酸左西替利嗪口服液和易坦静，症状缓解了不少，晚上也可安心睡觉了，可一停药就又咳嗽喘息。有什么办法治愈过敏性咳嗽。,儿科,小儿内科,孩子过敏性咳嗽鼻炎怎么治愈,男
975,9月,9个月孩子发烧一个晚上，在38度左右，给他贴了退烧贴，第二天早上检查白细胞增多，没咳嗽。,儿科,小儿内科,小孩发烧引起的白细胞增多,女
976,3岁,3岁3个月宝宝感冒积食发烧已经一整天了，吃了退烧药就降温了，过三，四个小时又烧起来了，医生来的药也吃了一次，还怎么办？,儿科,小儿内科,3岁3个月宝宝感冒积食发烧已经一整天了，,男
977,1岁,"十个月宝宝发烧一直不退，反复发烧，最高39.8，已经打了两天针,医生也没有说是怎么回事",儿科,小儿内科,十个月宝宝发烧一直不退，反复发烧，最高3,男
978,6岁,孩子发烧后过敏，脸上出来许多小点，这是什么过敏类型,儿科,小儿内科,孩子发烧后过敏,女
979,8月,前几天我儿子发烧了，然后去医院了，去验血了，可以帮我看一下验血单吗？,儿科,小儿内科,前几天我儿子发烧了，然后去医院了，去验血,男
980,3岁,小孩发烧肺炎，早上输液阿奇，晚上体温升高，可否在吃优卡丹等退烧药,儿科,小儿内科,小孩发烧肺炎，早上输液阿奇，晚上可否在吃,女
981,7月,孩子高烧3天，温度始终在37.5-38.2之间，夜间惊厥！第4天口腔两侧，舌头起泡，用了维生素B2两天，效果不是特别明显，今天第6天口腔两侧，舌头变成溃疡！头皮里有水泡！厌食！,儿科,小儿内科,孩子发烧，口腔溃疡，应该怎么办？,男
982,4岁,小孩发烧今天第三天了，24号到医院看，是病毒感染，24号开始吃药，今天肚子就拉稀了，到现在已经拉了四次了，肚子还老疼，烧还没有退，反反复复，现在我不知道该不该给他吃药了，精神还行，,儿科,小儿内科,小孩发烧今天第三天了，24号到医院看，是,男
983,1岁,1岁1个月儿童发烧39.6度，屁股塞了退烧药，一个小时了都没怎么退烧也没有出汗，怎么办啊,儿科,小儿内科,1岁1个月儿童发烧39.6度，屁股塞了退,女
984,1岁,你好医生问你个问题我女儿一岁了反复发烧五天后去医院检查输液头孢加退烧药两天发烧没有好转医生让住院治疗全身排除性检查病状各方面正常说是考虑不典型川崎病输液头孢两天仍然高烧反复然后输液丙球免疫蛋白一次发烧恢复正常血沉68血小板也高然后输液三天头孢检查血沉依然没变，血小板也是医生让出院去上一级医院治疗确诊,儿科,小儿内科,你好医生问你个问题我女儿一岁了反复发烧五,女
985,2岁,你好小孩发烧布洛芬混悬液可以和德巴金一起吃吗？急急,儿科,小儿内科,你好小孩发烧布洛芬混悬液可以和德巴金一起,男
986,2月,两个半月宝宝感冒流鼻涕打喷嚏怎么办，纯母乳喂养，已经九天没有拉粑粑了,儿科,小儿内科,两个半月宝宝感冒流鼻涕打喷嚏怎么办，纯母,女
987,8月,宝宝高烧不退，需要怎么处理,儿科,小儿内科,宝宝昨晚发烧，今天反复3次39度以上,女
988,3岁,"三岁孩子发烧38.5去医院查血常规,说是细菌混合病毒感冒，开药清开灵、奥司他韦、克拉霉素，服药第一天第二天变37℃多，服药三天孩子发烧38.8了，从腹部往下都是红点子，用手摸有凸起感。孩子到底是怎么了？是药疹还是小儿急疹",儿科,小儿内科,3岁小孩吃感冒药三天后再发烧起红点子,男
989,7月,七个月宝宝发烧肺炎不想输液能为你做青霉素吗？,儿科,小儿内科,七个月宝宝发烧肺炎不想输液能为你做青霉素,男
990,1岁,百日咳恢复期又咳嗽，医生诊断是支气管炎，一直用药不见好，白天不怎么咳但是有白色痰，后半夜咳嗽厉害,儿科,小儿内科,百日咳恢复期又咳嗽，医生诊断是支气管炎，,女
991,1月,怀疑婴儿痉挛症帮我看下视频是不是,儿科,小儿内科,怀疑婴儿痉挛症,女
992,2岁,两岁宝宝感冒流鼻涕有两个星期了今天开始流鼻血是怎么回事,儿科,小儿内科,两岁宝宝感冒流鼻涕两个星期了现在流鼻血了,女
993,2岁,小孩发烧吃美林四小时又烧了还可以吃美林吗,儿科,小儿内科,小孩发烧吃美林四小时又烧了还可以吃美林吗,男
994,8月,"八个月宝宝低烧反复，大便带奶瓣，酸臭，去检查验血上呼吸道感染,医生给开了头孢地尼分散片，小儿柴桂退热口服液，清热解毒口服液",儿科,小儿内科,八个月宝宝低烧反复，大便带奶瓣，酸臭，去,男
995,6月,半岁的宝宝感冒了可是不发烧可以吃臣工在欣吗,儿科,小儿内科,成功再欣，不发烧，感冒可以吃吗？,女
996,1,孩子现在9个多月了，前天的时候感冒了，有点咳嗽，还流鼻涕，昨天下午的时候有点发烧，体温不算高，37.8度，然后就没有给他吃退烧药，我想问一下小儿发烧怎样物理降温？,儿科,小儿内科,小儿发烧怎样物理降温,男
997,1,宝宝现在六个月了，从5个月的时候就开始流口水的，一大把一大把的流。每天换口水巾都换几条的，有时候还会把下爬都淹得红红的。实在不想他流口水了，小儿流口水如何治疗？,儿科,小儿内科,小儿流口水如何治疗？,男
998,37,远房亲戚的孩子过来广州玩，孩子才8岁，比较贪玩贪吃，昨天晚上吃了三个水果还吃汉堡可乐、豆腐花、辣条、冰淇淋等 食物，晚上9点的时候有点发热，请问由积食引发的发烧怎么办？,儿科,小儿内科,孩子积食发烧怎么办？,女
999,4,这几天消化能力不是很好，也没排便，是不是因为这个咳嗽呢？积食能引起咳嗽吗？,儿科,小儿内科,积食能引起咳嗽吗？,男
1000,5,孩子这两天有一点感冒了，所以吃饭也不太好好的吃，还总是喊着说肚子胀得不舒服。由于感冒引起的咳嗽，也跟孩子吃了一点儿止咳的药，现在还没有去医院，儿童积食咳嗽怎么办？,儿科,小儿内科,儿童积食咳嗽,男
1001,5,小孩因为季节的原因，这些天都感冒咳嗽了，而且痰还很多，因为患病，宝宝整日整夜都不好睡，小儿咳嗽痰多的，应该怎么治疗？希望宝宝能早日好起来，太受罪了，知道的麻烦告知一下。,儿科,小儿内科,小儿咳嗽，痰多，怎么治疗？,男
1002,9月,9个月宝宝烫伤会不会留疤，现在都脱壳了，,儿科,小儿外科,9个月宝宝开水烫伤会不会留疤,女
1003,12个月,宝宝这几天身上出现了大片的红斑，朋友说这是婴儿湿疹，这是什么原因引起的？,儿科,小儿外科,婴儿湿疹是什么原因引起的,男
1004,3岁,孩子检查出了湿疹，那么为什么会出现婴儿湿疹呢？,儿科,小儿外科,为什么会出现婴儿湿疹呢,男
1005,12个月,我孩子才几个月了，听说很多孩子这时候都容易得湿疹，请问婴儿湿疹能打预防针吗？,儿科,小儿外科,婴儿湿疹能打预防针吗,男
1006,12个月,儿子不知道怎么回事身上起了湿疹，一大片，这该怎么办？,儿科,小儿外科,两个月婴儿湿疹怎么办,女
1007,4岁,"宝宝才2个月,可是孩子身上有很多的湿疹，两个月婴儿湿疹怎么办？",儿科,小儿外科,两个月婴儿湿疹,男
1008,12个月,我女儿5个月大，她这两天长湿疹了，这是什么引起的呢？应该怎么预防婴儿长湿疹呢？,儿科,小儿外科,婴儿湿疹是怎么引起的如何防治婴儿湿疹,女
1009,5岁,孩子脸上总是起湿疹。婴儿湿疹的治疗偏方都有哪些呢？,儿科,小儿外科,婴儿湿疹的治疗偏方,男
1010,24个月,宝宝脸上起了好多湿疹，用药之后效果还是不太明显，有什么偏方可以治疗宝宝湿疹的吗？,儿科,小儿外科,治疗婴儿湿疹的偏方,女
1011,5岁,宝宝患上了湿疹，由于没注意饮食，开始蔓延了，婴儿湿疹蔓延了怎么办？,儿科,小儿外科,婴儿湿疹蔓延了怎么办,男
1012,5岁,我的宝宝最近全身上下出现很多疹子，还伴有瘙痒，红肿。,儿科,小儿外科,婴儿湿疹怎么治疗,男
1013,12个月,我的宝宝最近得了湿疹应该怎么办，给他吃什么药或者食物？,儿科,小儿外科,治疗婴儿湿疹的最佳方法,男
1014,12个月,宝宝生下来才一个多星期，身上就长了一些湿疹，而且越来越多，应该怎么治疗呢？,儿科,小儿外科,初生婴儿湿疹怎么办,女
1015,12个月,我家宝宝还在月里，脸上就出了湿疹的症状，那么婴儿湿疹用什么药好呢？,儿科,小儿外科,婴儿湿疹用什么药好呢,女
1016,7岁,孩子每天晚上皮肤瘙痒的没有办法休息，小儿痒疹控制不住怎么办？,儿科,小儿外科,小儿痒疹控制不住怎么办,女
1017,12个月,宝宝脸上起了一些小红疙瘩，医生说是湿疹。婴儿湿疹的原因是什么呢,儿科,小儿外科,婴儿湿疹的原因是什么,男
1018,12个月,我的孩子最近长了湿疹，治疗婴儿湿疹最快的方法是什么？,儿科,小儿外科,治疗婴儿湿疹最快的方法,男
1019,27岁,我家宝宝身上长里一些小疙瘩，是不是婴儿湿疹？,儿科,小儿外科,什么是婴儿湿疹,男
1020,12个月,孩子最近得了肠痉挛，夜间睡不安稳，一般要多久才能好？,儿科,小儿外科,婴儿肠痉挛多久能好,男
1021,4岁,睡觉打呼噜没有感冒生病去医院说是腺样体肥大开了洗鼻子的药在用男4岁半不知道要不要紧,儿科,小儿综合,睡觉打呼噜没有感冒生病去医院说是腺样体肥,男
1022,1月,宝宝后天满月今天测黄疸脸上17身上都是正常的怎么回事,儿科,小儿综合,宝宝后天满月脸上黄疸17身上正常,男
1023,7岁,宝贝七岁，已经发烧三四天了，后来去医院做了血化验，是病毒感染，医生开了磷酸奥司他韦颗粒。还有小儿感冒灵合剂。吃了几天药以后还是反复发烧。有一点咳嗽了，不知道可不可以吃什么消炎药,儿科,小儿综合,宝贝七岁，已经发烧三四天了，后来去医院做,男
1024,3月,宝宝100天，每次吃完奶都反胃恶心呕吐，有时候能吐出来，有时候泛上来又咽下去了，去医院做b超检查幽门正常着。最近这两天发现他头上和下巴长了一些红疹子，大便不规律，三四天也不拉屎。他的症状是蛋白过敏吗？,儿科,小儿综合,宝宝100天，每次吃完奶都反胃恶心呕吐，,男
1025,4岁,儿童咳嗽，一年了，去了各家医院反反复复好不了。拍胸片没有肺炎，也不发烧，验血也正常、就是咳嗽，一会咳嗽的好一点，像这两天咳嗽的特别严重没停过_医生就配一点消炎药.像头孢和阿西霉素，在加一点止咳药。在最多给你个雾化，也没有效果。挂水一个礼拜挂的消炎好一点了，回家又不行了、,儿科,小儿综合,儿童咳嗽，一年了，去了各家医院反反复复好,男
1026,7月,婴幼儿拉肚一天三次左右，稀便黄色，,儿科,小儿综合,婴幼儿拉肚一天三次左右，稀便黄色，,男
1027,2岁,宝宝两周岁上外眼睑囊肿，下眼皮内眼睑里面发红白色肿块，当地医院检查眼睑腺炎，开的夫西地酸滴眼液两个周使用，外眼皮囊肿破碎，下眼皮内眼睑内无消状态,儿科,小儿综合,宝宝两周岁上外眼睑囊肿，下眼皮内眼睑里面,男
1028,7岁,我宝宝六个月没有感冒，也没咳嗽，就有些口水，到嗓子有吐痰吐不出来这是肺炎症状,儿科,小儿综合,我宝宝六个月没有感冒，也没咳嗽，就有些口,男
1029,5月,五个月宝宝咳嗽有痰，打喷嚏流鼻子，咳嗽时伴有干呕现象或者吐奶。吃个八宝惊风散但是效果不见好转,儿科,小儿综合,五个月宝宝打喷嚏流鼻子，咳嗽，伴有干呕,女
1030,2岁,3岁小孩，半个月之前，感冒，后面开始咳嗽，无发烧，咳得厉害会呕吐，希舒美服用于三天，后吃药头孢丙烯，中药，复方幅什么来着囗服液，半个之余，咳嗽好是好点，可是好不彻底，玩得稍微运动就咳，晚上上12点左右咳不停，咳得吐，怎么回事。CT拍过，好的，下面是血常规，就下面，其它好的。,儿科,小儿综合,3岁小孩咳嗽不见好。,女
